ARTICULO;INCLUYE;DIM;POTENCIA;T_COLOR;ANGULO;FLUJO;CRI;IP;COLOR;DIMENCIONES;CUT_OUT;CATEGORIA;PRECIO;FAMILIA;ESTADO;INGRESO_APROXIMADO;DESCRIPCION;IMGPRODUCTOS ;PRODUCTOACTUALIZACION;MARCO;CANTIDAD
06.71.9563.03;LE;DALI;2x7W;2700K;50;1028lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9263.06;LE;TRIAC;2x7W;2700K;50;1028lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9563.06;LE;DALI;2x7W;2700K;50;1028lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9265.03;LE;TRIAC;2x7W;3000K;50;1028lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9565.03;LE;DALI;2x7W;3000K;50;1028lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9265.06;LE;TRIAC;2x7W;3000K;50;1028lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9565.06;LE;DALI;2x7W;3000K;50;1028lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9269.03;LE;TRIAC;2x13W;2700K;21;2267lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9569.03;LE;DALI;2x13W;2700K;21;2267lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9269.06;LE;TRIAC;2x13W;2700K;21;2267lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9569.06;LE;DALI;2x13W;2700K;21;2267lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9271.03;LE;TRIAC;2x13W;3000K;21;2267lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9571.03;LE;DALI;2x13W;3000K;21;2267lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9271.06;LE;TRIAC;2x13W;3000K;21;2267lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9571.06;LE;DALI;2x13W;3000K;21;2267lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9275.03;LE;TRIAC;2x13W;2700K;33;2260lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9575.03;LE;DALI;2x13W;2700K;33;2260lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9275.06;LE;TRIAC;2x13W;2700K;33;2260lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9575.06;LE;DALI;2x13W;2700K;33;2260lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9277.03;LE;TRIAC;2x13W;3000K;33;2260lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9577.03;LE;DALI;2x13W;3000K;33;2260lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9277.06;LE;TRIAC;2x13W;3000K;33;2260lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9577.06;LE;DALI;2x13W;3000K;33;2260lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9281.03;LE;TRIAC;2x13W;2700K;52;2194lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9581.03;LE;DALI;2x13W;2700K;52;2194lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9281.06;LE;TRIAC;2x13W;2700K;52;2194lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9581.06;LE;DALI;2x13W;2700K;52;2194lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9283.03;LE;TRIAC;2x13W;3000K;52;2194lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;7842;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9583.03;LE;DALI;2x13W;3000K;52;2194lm;80;20;blanco tex.;203x110x112mm;185x100mm;1;9562;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9283.06;LE;TRIAC;2x13W;3000K;52;2194lm;80;20;negro tex.;203x110x112mm;185x100mm;1;8442;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9583.06;LE;DALI;2x13W;3000K;52;2194lm;80;20;negro tex.;203x110x112mm;185x100mm;1;10162;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6101.03;LE;NULL;3,2W;2700K;27;316lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6101.06;LE;NULL;3,2W;2700K;27;316lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6150.03;LE;NULL;3,2W;3000K;27;316lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6150.06;LE;NULL;3,2W;3000K;27;316lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6105.03;LE;NULL;3,2W;2700K;37;333lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6105.06;LE;NULL;3,2W;2700K;37;333lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6154.03;LE;NULL;3,2W;3000K;37;333lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6154.06;LE;NULL;3,2W;3000K;37;333lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6111.03;LE;NULL;3,2W;2700K;47;306lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6111.06;LE;NULL;3,2W;2700K;47;306lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6160.03;LE;NULL;3,2W;3000K;47;306lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;1731;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6160.06;LE;NULL;3,2W;3000K;47;306lm;80;20;negro tex.;58x86x51mm;60x60mm;1;1921;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6113.03;LE;NULL;7W;2700K;28;533lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6113.06;LE;NULL;7W;2700K;28;533lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6112.03;LE;NULL;7W;3000K;28;533lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6112.06;LE;NULL;7W;3000K;28;533lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6115.03;LE;NULL;7W;2700K;37;565lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6115.06;LE;NULL;7W;2700K;37;565lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6166.03;LE;NULL;7W;3000K;37;565lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6166.06;LE;NULL;7W;3000K;37;565lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6106.03;LE;NULL;7W;2700K;47;524lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6106.06;LE;NULL;7W;2700K;47;524lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6107.03;LE;NULL;7W;3000K;47;524lm;80;20;blanco tex.;58x86x51mm;60x60mm;1;2360;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6107.06;LE;NULL;7W;3000K;47;524lm;80;20;negro tex.;58x86x51mm;60x60mm;1;2550;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6251.03;LE;TRIAC;7W;2700K;15;546lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6551.03;LE;DALI;7W;2700K;15;546lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6251.06;LE;TRIAC;7W;2700K;15;546lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6551.06;LE;DALI;7W;2700K;15;546lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6253.03;LE;TRIAC;7W;3000K;15;546lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6553.03;LE;DALI;7W;3000K;15;546lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6253.06;LE;TRIAC;7W;3000K;15;546lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6553.06;LE;DALI;7W;3000K;15;546lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6257.03;LE;TRIAC;7W;2700K;28;547lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6557.03;LE;DALI;7W;2700K;28;547lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6257.06;LE;TRIAC;7W;2700K;28;547lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6557.06;LE;DALI;7W;2700K;28;547lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6259.03;LE;TRIAC;7W;3000K;28;547lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6559.03;LE;DALI;7W;3000K;28;547lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6259.06;LE;TRIAC;7W;3000K;28;547lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6559.06;LE;DALI;7W;3000K;28;547lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6263.03;LE;TRIAC;7W;2700K;50;521lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6563.03;LE;DALI;7W;2700K;50;521lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6263.06;LE;TRIAC;7W;2700K;50;521lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6563.06;LE;DALI;7W;2700K;50;521lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6265.03;LE;TRIAC;7W;3000K;50;521lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;2848;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6565.03;LE;DALI;7W;3000K;50;521lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;4568;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6265.06;LE;TRIAC;7W;3000K;50;521lm;80;20;negro tex.;142x93x87mm;94x94mm;1;3078;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6565.06;LE;DALI;7W;3000K;50;521lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4798;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6269.03;LE;TRIAC;13W;2700K;21;1148lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6569.03;LE;DALI;13W;2700K;21;1148lm;80;20;blanco tex.;142x93x87mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6269.06;LE;TRIAC;13W;2700K;21;1148lm;80;20;negro tex.;142x93x87mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6569.06;LE;DALI;13W;2700K;21;1148lm;80;20;negro tex.;142x93x87mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6271.03;LE;TRIAC;13W;3000K;21;1148lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6571.03;LE;DALI;13W;3000K;21;1148lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6271.06;LE;TRIAC;13W;3000K;21;1148lm;80;20;negro tex.;142x93x107mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6571.06;LE;DALI;13W;3000K;21;1148lm;80;20;negro tex.;142x93x107mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6275.03;LE;TRIAC;13W;2700K;33;1150lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6575.03;LE;DALI;13W;2700K;33;1150lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6275.06;LE;TRIAC;13W;2700K;33;1150lm;80;20;negro tex.;142x93x107mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6575.06;LE;DALI;13W;2700K;33;1150lm;80;20;negro tex.;142x93x107mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6277.03;LE;TRIAC;13W;3000K;33;1150lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6577.03;LE;DALI;13W;3000K;33;1150lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6277.06;LE;TRIAC;13W;3000K;33;1150lm;80;20;negro tex.;142x93x107mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6577.06;LE;DALI;13W;3000K;33;1150lm;80;20;negro tex.;142x93x107mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6281.03;LE;TRIAC;13W;2700K;52;1104lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6581.03;LE;DALI;13W;2700K;52;1104lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6281.06;LE;TRIAC;13W;2700K;52;1104lm;80;20;negro tex.;142x93x107mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6581.06;LE;DALI;13W;2700K;52;1104lm;80;20;negro tex.;142x93x107mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6283.03;LE;TRIAC;13W;3000K;52;1104lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;3942;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6583.03;LE;DALI;13W;3000K;52;1104lm;80;20;blanco tex.;142x93x107mm;94x94mm;1;5662;FEDRO;1;NULL;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6283.06;LE;TRIAC;13W;3000K;52;1104lm;80;20;negro tex.;142x93x107mm;94x94mm;1;4172;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.6583.06;LE;DALI;13W;3000K;52;1104lm;80;20;negro tex.;142x93x107mm;94x94mm;1;5892;FEDRO;1;A pedido;FEDRO C /     Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8101.03;LE;NULL;3,2W;2700K;27;304lm;80;20;blanco tex.;45x56mm;40mm;1;1497;FEDRO;1;NULL;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8101.06;LE;NULL;3,2W;2700K;27;304lm;80;20;negro tex.;45x56mm;40mm;1;1657;FEDRO;1;A pedido;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8150.03;LE;NULL;3,2W;3000K;27;304lm;80;20;blanco tex.;45x56mm;40mm;1;1497;FEDRO;1;NULL;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8150.06;LE;NULL;3,2W;3000K;27;304lm;80;20;negro tex.;45x56mm;40mm;1;1657;FEDRO;1;A pedido;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8105.03;LE;NULL;3,2W;2700K;39;331lm;80;20;blanco tex.;45x56mm;40mm;1;1497;FEDRO;1;NULL;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8105.06;LE;NULL;3,2W;2700K;39;331lm;80;20;negro tex.;45x56mm;40mm;1;1657;FEDRO;1;A pedido;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8154.03;LE;NULL;3,2W;3000K;39;331lm;80;20;blanco tex.;45x56mm;40mm;1;1497;FEDRO;1;NULL;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8154.06;LE;NULL;3,2W;3000K;39;331lm;80;20;negro tex.;45x56mm;40mm;1;1657;FEDRO;1;A pedido;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8111.03;LE;NULL;3,2W;2700K;50;290lm;80;20;blanco tex.;45x56mm;40mm;1;1497;FEDRO;1;NULL;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.8111.06;LE;NULL;3,2W;2700K;50;290lm;80;20;negro tex.;45x56mm;40mm;1;1657;FEDRO;1;A pedido;FEDRO R / Recedido profundo fijo. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
