ARTICULO;INCLUYE;DIM;POTENCIA;T_COLOR;ANGULO;FLUJO;CRI;IP;COLOR;DIMENCIONES;CUT_OUT;CATEGORIA;PRECIO;FAMILIA;ESTADO;INGRESO_APROXIMADO;DESCRIPCION;IMGPRODUCTOS ;PRODUCTOACTUALIZACION;MARCO;CANTIDAD
06.71.2283.06;LE;TRIAC;13W;3000K;52;1104lm;80;20;negro tex.;90x90x90mm;82mm;1;4200;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.2583.06;LE;DALI;13W;3000K;52;1104lm;80;20;negro tex.;90x90x90mm;82mm;1;5920;FEDRO;1;A pedido;FEDRO C /  Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3101.03;LE;NULL;3,2W;2700K;27;306lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3101.06;LE;NULL;3,2W;2700K;27;306lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3150.03;LE;NULL;3,2W;3000K;27;306lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3150.06;LE;NULL;3,2W;3000K;27;306lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3105.03;LE;NULL;3,2W;2700K;39;330lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3105.06;LE;NULL;3,2W;2700K;39;330lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3154.03;LE;NULL;3,2W;3000K;39;330lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3154.06;LE;NULL;3,2W;3000K;39;330lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3111.03;LE;NULL;3,2W;2700K;50;299lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3111.06;LE;NULL;3,2W;2700K;50;299lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3160.03;LE;NULL;3,2W;3000K;50;299lm;80;20;blanco tex.;57x50mm;50mm;1;1718;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3160.06;LE;NULL;3,2W;3000K;50;299lm;80;20;negro tex.;57x50mm;50mm;1;1908;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3113.03;LE;NULL;7W;2700K;28;493lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3113.06;LE;NULL;7W;2700K;28;493lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3112.03;LE;NULL;7W;3000K;28;493lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3112.06;LE;NULL;7W;3000K;28;493lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3115.03;LE;NULL;7W;2700K;39;540lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3115.06;LE;NULL;7W;2700K;39;540lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3166.03;LE;NULL;7W;3000K;39;540lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3166.06;LE;NULL;7W;3000K;39;540lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3106.03;LE;NULL;7W;2700K;50;492lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3106.06;LE;NULL;7W;2700K;50;492lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3107.03;LE;NULL;7W;3000K;50;492lm;80;20;blanco tex.;57x50mm;50mm;1;2347;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3107.06;LE;NULL;7W;3000K;50;492lm;80;20;negro tex.;57x50mm;50mm;1;2537;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3251.03;LE;TRIAC;7W;2700K;15;593lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3551.03;LE;DALI;7W;2700K;15;593lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3251.06;LE;TRIAC;7W;2700K;15;593lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3551.06;LE;DALI;7W;2700K;15;593lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3253.03;LE;TRIAC;7W;3000K;15;593lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3553.03;LE;DALI;7W;3000K;15;593lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3253.06;LE;TRIAC;7W;3000K;15;593lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3553.06;LE;DALI;7W;3000K;15;593lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3257.03;LE;TRIAC;7W;2700K;28;585lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3557.03;LE;DALI;7W;2700K;28;585lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3257.06;LE;TRIAC;7W;2700K;28;585lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3557.06;LE;DALI;7W;2700K;28;585lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3259.03;LE;TRIAC;7W;3000K;28;585lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3559.03;LE;DALI;7W;3000K;28;585lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3259.06;LE;TRIAC;7W;3000K;28;585lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3559.06;LE;DALI;7W;3000K;28;585lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3263.03;LE;TRIAC;7W;2700K;46;548lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3563.03;LE;DALI;7W;2700K;46;548lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3263.06;LE;TRIAC;7W;2700K;46;548lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3563.06;LE;DALI;7W;2700K;46;548lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3265.03;LE;TRIAC;7W;3000K;46;548lm;80;20;blanco tex.;90x87mm;83mm;1;2818;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3565.03;LE;DALI;7W;3000K;46;548lm;80;20;blanco tex.;90x87mm;83mm;1;4538;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3265.06;LE;TRIAC;7W;3000K;46;548lm;80;20;negro tex.;90x87mm;83mm;1;3048;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3565.06;LE;DALI;7W;3000K;46;548lm;80;20;negro tex.;90x87mm;83mm;1;4768;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3269.03;LE;TRIAC;13W;2700K;21;1193lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3569.03;LE;DALI;13W;2700K;21;1193lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3269.06;LE;TRIAC;13W;2700K;21;1193lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3569.06;LE;DALI;13W;2700K;21;1193lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3271.03;LE;TRIAC;13W;3000K;21;1193lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3571.03;LE;DALI;13W;3000K;21;1193lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3271.06;LE;TRIAC;13W;3000K;21;1193lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3571.06;LE;DALI;13W;3000K;21;1193lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3275.03;LE;TRIAC;13W;2700K;33;1166lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3575.03;LE;DALI;13W;2700K;33;1166lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3275.06;LE;TRIAC;13W;2700K;33;1166lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3575.06;LE;DALI;13W;2700K;33;1166lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3277.03;LE;TRIAC;13W;3000K;33;1166lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3577.03;LE;DALI;13W;3000K;33;1166lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3277.06;LE;TRIAC;13W;3000K;33;1166lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3577.06;LE;DALI;13W;3000K;33;1166lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3281.03;LE;TRIAC;13W;2700K;48;1100lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3581.03;LE;DALI;13W;2700K;48;1100lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3281.06;LE;TRIAC;13W;2700K;48;1100lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3581.06;LE;DALI;13W;2700K;48;1100lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3283.03;LE;TRIAC;13W;3000K;48;1100lm;80;20;blanco tex.;90x104mm;83mm;1;3907;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3583.03;LE;DALI;13W;3000K;48;1100lm;80;20;blanco tex.;90x104mm;83mm;1;5627;FEDRO;1;NULL;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3283.06;LE;TRIAC;13W;3000K;48;1100lm;80;20;negro tex.;90x104mm;83mm;1;4137;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.3583.06;LE;DALI;13W;3000K;48;1100lm;80;20;negro tex.;90x104mm;83mm;1;5857;FEDRO;1;A pedido;FEDRO R /   Recedido. Con lente. E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4101.03;LE;NULL;3,2W;2700K;27;306lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4101.06;LE;NULL;3,2W;2700K;27;306lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4150.03;LE;NULL;3,2W;3000K;27;306lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4150.06;LE;NULL;3,2W;3000K;27;306lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4105.03;LE;NULL;3,2W;2700K;39;330lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4105.06;LE;NULL;3,2W;2700K;39;330lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4154.03;LE;NULL;3,2W;3000K;39;330lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4154.06;LE;NULL;3,2W;3000K;39;330lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4111.03;LE;NULL;3,2W;2700K;50;299lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4111.06;LE;NULL;3,2W;2700K;50;299lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4160.03;LE;NULL;3,2W;3000K;50;299lm;80;20;blanco tex.;48x73x51mm;58mm;1;1716;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4160.06;LE;NULL;3,2W;3000K;50;299lm;80;20;negro tex.;48x73x51mm;58mm;1;1906;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4113.03;LE;NULL;7W;2700K;28;493lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4113.06;LE;NULL;7W;2700K;28;493lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4112.03;LE;NULL;7W;3000K;28;493lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4112.06;LE;NULL;7W;3000K;28;493lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4115.03;LE;NULL;7W;2700K;39;540lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4115.06;LE;NULL;7W;2700K;39;540lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4166.03;LE;NULL;7W;3000K;39;540lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4166.06;LE;NULL;7W;3000K;39;540lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4106.03;LE;NULL;7W;2700K;50;492lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4106.06;LE;NULL;7W;2700K;50;492lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4107.03;LE;NULL;7W;3000K;50;492lm;80;20;blanco tex.;48x73x51mm;58mm;1;2342;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4107.06;LE;NULL;7W;3000K;50;492lm;80;20;negro tex.;48x73x51mm;58mm;1;2532;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4251.03;LE;TRIAC;7W;2700K;15;593lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4551.03;LE;DALI;7W;2700K;15;593lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4251.06;LE;TRIAC;7W;2700K;15;593lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4551.06;LE;DALI;7W;2700K;15;593lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4253.03;LE;TRIAC;7W;3000K;15;593lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4553.03;LE;DALI;7W;3000K;15;593lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4253.06;LE;TRIAC;7W;3000K;15;593lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4553.06;LE;DALI;7W;3000K;15;593lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4257.03;LE;TRIAC;7W;2700K;28;585lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4557.03;LE;DALI;7W;2700K;28;585lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4257.06;LE;TRIAC;7W;2700K;28;585lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4557.06;LE;DALI;7W;2700K;28;585lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4259.03;LE;TRIAC;7W;3000K;28;585lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4559.03;LE;DALI;7W;3000K;28;585lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4259.06;LE;TRIAC;7W;3000K;28;585lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4559.06;LE;DALI;7W;3000K;28;585lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4263.03;LE;TRIAC;7W;2700K;46;548lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4563.03;LE;DALI;7W;2700K;46;548lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4263.06;LE;TRIAC;7W;2700K;46;548lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4563.06;LE;DALI;7W;2700K;46;548lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4265.03;LE;TRIAC;7W;3000K;46;548lm;80;20;blanco tex.;75x112x85mm;83mm;1;2775;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
